,DNR_ID_Site_Number,Year,Mean(log_phosphorus),Std Dev(log_phosphorus),Mean(Secchi_Depth_RESULT),Std Dev(Secchi_Depth_RESULT),rec_1,rec_2,rec_3,rec_4,rec_5,seasonal_1,seasonal_2,seasonal_3,seasonal_4,seasonal_5,physical_1,physical_2,physical_3,physical_4,physical_5,LAKE_NAME,MAJOR_WATERSHED,longitude,latitude,num.rec.readings,num.physical.readings,rec.avg,physical.avg,seasonal.grade,LakeSite,Number Properties,Mean(ACRES_POLY),Std Dev(ACRES_POLY),N(Ag Preserve - Yes),N(Basement - Yes),Median(EMV_TOTAL),Interquartile Range(EMV_TOTAL),Median(FIN_SQ_FT),Interquartile Range(FIN_SQ_FT),N(Green ACRE - Yes),N(Homestead - Partial),N(Homestead - Yes),N(Single Unit),N(Multiple Unit),Median(SALE_VALUE),Interquartile Range(SALE_VALUE),Median(TOTAL_TAX),Interquartile Range(TOTAL_TAX),N(Sales that year),N(Built that year)
880,62004901-01,2007,-2.9616903910000003,0.360297394,1.117307692,0.22669023300000002,2,4,0,1,0,0,0,2,0,0,3,5,9,5,0,Langton Lake,Mississippi River - Twin Cities,-93.18159909999999,45.02926214,7,22,2.0,2.727272727,C,Langton Lake-1,109,,,0,0,249800,165900.0,1186.0,1790.0,0,0,65,65,0,158900.0,142250.0,3034.0,770.0,4,0
635,27003501-01,2010,-3.17689425,0.652535204,1.241666667,0.514922254,6,9,0,5,0,0,0,2,0,0,6,9,7,0,0,Sweeney Lake,Mississippi River - Twin Cities,-93.34160616,44.99052075,20,22,2.2,2.0454545459999998,C,Sweeney Lake-1,309,0.901650485,1.778069194,0,0,329000,205000.0,1555.0,580.0,0,0,269,0,0,179500.0,167000.0,5256.0,3960.0,10,0
117,10000700-01,2012,-2.7298035769999998,0.555848275,1.766666667,1.4367471680000001,5,7,0,0,0,0,0,1,0,0,2,9,1,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,12,12,1.5833333330000001,1.9166666669999999,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,496850,413975.0,2406.0,1624.0,0,0,235,0,0,450000.0,475000.0,6504.0,5148.0,16,2
1181,82003600-01,2007,,,1.654571429,0.435102615,0,2,0,5,0,0,0,0,0,0,2,2,3,0,0,Turtle Lake,Lower St. Croix River,-92.8674582,45.17814441,7,7,3.428571429,2.142857143,F,Turtle Lake-1,18,,,0,0,242600,226900.0,0.0,0.0,12,17,0,0,0,,,,,0,0
1587,82013401-01,2007,-2.884963776,0.401885006,1.7923076919999998,1.606477274,0,1,0,12,0,0,0,1,0,0,0,3,4,6,0,Lost Lake,Mississippi River - Twin Cities,-92.96992376,45.05205944,13,13,3.8461538460000004,3.230769231,C,Lost Lake-1,261,,,0,0,325500,277300.0,0.0,0.0,0,245,0,0,0,190000.0,146362.0,,,0,0
1364,82009002-01,2011,-2.808799305,0.319180462,1.609090909,0.43693144899999997,0,3,7,1,0,0,0,1,0,0,0,2,8,1,0,Wilmes Lake,Mississippi River - Twin Cities,-92.91260488,44.92794439,11,11,2.8181818180000002,2.9090909089999997,C,Wilmes Lake-1,602,0.564,1.685002093,0,0,299000,71900.0,2260.0,603.0,0,0,570,582,0,244274.0,155675.0,,,8,0
927,70002600-01,2004,-3.7755001710000005,0.316368533,2.683333333,0.957110551,7,5,0,0,0,0,0,0,1,0,1,11,0,0,0,Lower Prior Lake,Lower Minnesota River,-93.41536363,44.73480944,12,12,1.4166666669999999,1.9166666669999999,B,Lower Prior Lake-1,1885,0.48078639700000003,0.8721504940000001,0,0,215600,166200.0,1196.0,514.5,0,0,1644,1394,488,184900.0,136100.0,,,121,0
389,19002200-01,2013,-3.231176422,0.943330861,1.739811321,1.036162466,14,17,12,15,8,1,0,1,1,1,9,33,17,3,4,Long Lake,Mississippi River - Lake Pepin,-93.17320832,44.755920200000006,66,66,2.787878788,2.393939394,F,Long Lake-1,463,0.7842980559999999,1.34008072,0,0,230800,70500.0,2348.0,1035.0,0,0,416,424,0,236000.0,167884.5,3032.5,892.0,18,0
1088,82001700-01,2013,-3.533212401,0.405662465,1.010666667,0.22803800899999999,0,0,0,8,2,0,0,0,0,0,0,4,5,1,0,Carol Lake,Lower St. Croix River,-92.84101343,45.09783873,10,10,4.2,2.7,F,Carol Lake-1,20,21.191999999999997,10.62248341,0,0,376350,310500.0,1447.5,2841.0,4,0,16,12,0,340000.0,0.0,,,0,0
1115,82002000-01,2013,-2.8242110410000003,0.25032474,1.7981818180000002,0.407500139,0,1,4,7,0,0,0,1,0,0,0,4,7,1,0,McKusick Lake,Lower St. Croix River,-92.8257844,45.060821000000004,12,12,3.5,2.75,C,McKusick Lake-1,1037,0.561427194,2.846734885,0,0,172600,92750.0,1262.0,561.0,0,0,848,866,2,179900.0,126750.0,,,0,0
582,19034900-01,2014,-2.957723007,0.266815464,1.120833333,0.519378271,3,6,0,2,1,0,0,1,0,0,2,7,3,0,0,East Lake,Mississippi River - Lake Pepin,-93.17217740000001,44.70651847,12,12,2.333333333,2.083333333,C,East Lake-1,654,0.8296575340000001,3.594023182,0,0,141300,194975.0,1590.0,1292.0,0,0,458,530,0,189671.0,196601.0,1456.0,866.0,67,0
508,19004700-01,2009,-3.434031632,0.654340017,2.0,1.029563014,0,2,2,0,0,0,0,0,0,0,0,2,1,1,0,Hornbean Lake,Mississippi River - Twin Cities,-93.10364718,44.86312167,4,4,2.5,2.75,F,Hornbean Lake-1,121,2.747767857,5.860604881,0,0,422200,436700.0,3320.0,2628.0,1,0,93,93,0,229315.0,201885.0,4205.0,2894.0,0,0
1452,82010700-01,2009,-3.666447611,0.38640156299999995,2.55,1.276865152,11,0,3,0,0,0,0,0,1,0,4,8,2,0,0,Sunfish Lake,Lower St. Croix River,-92.89160242,44.99924011,14,14,1.428571429,1.857142857,B,Sunfish Lake-2,161,3.367375,6.206933077,0,0,232000,410500.0,1222.0,2506.0,4,160,0,0,0,416897.0,625000.0,236100.0,409850.0,0,0
1183,82003600-01,2009,,,1.1755714290000001,0.145106693,0,1,0,6,0,0,0,0,0,0,1,3,3,0,0,Turtle Lake,Lower St. Croix River,-92.8674582,45.17814441,7,7,3.714285714,2.285714286,F,Turtle Lake-1,18,20.87176471,11.76626493,0,0,213850,274600.0,0.0,0.0,12,17,0,0,0,,,82700.0,66200.0,0,0
368,19002000-01,2011,-2.186766978,0.44806138799999995,0.466,0.25781992,0,0,0,10,0,1,0,0,0,0,0,0,0,10,0,Chub Lake,Cannon River,-93.21735344,44.56872497,10,10,4.0,4.0,F,Chub Lake-1,57,18.15842105,22.24718135,8,8,305400,253950.0,1926.0,3240.0,6,0,47,0,0,117900.0,236900.0,2976.0,3142.0,0,0
1632,82015300-01,2005,-4.204710346000001,0.24779305199999999,3.720588235,0.69710536,2,3,8,1,0,0,0,0,0,1,4,12,0,0,0,Sunset Lake,Mississippi River - Twin Cities,-92.94157024,45.13527125,14,16,2.5714285709999998,1.75,A,Sunset Lake-1,224,3.871709402,12.53806496,0,0,309200,384700.0,0.0,0.0,2,0,224,0,0,183705.0,106875.0,2740.0,3494.0,0,0
418,19002500-01,2009,-2.5734754,0.554589208,0.752222222,0.498040605,1,1,1,5,3,0,1,0,0,0,2,0,5,1,2,Keller Lake,Lower Minnesota River,-93.2520238,44.72650508,11,10,3.727272727,3.1,D,Keller Lake-1,585,0.563745705,2.154356206,0,0,262900,96700.0,2378.0,1159.0,0,2,543,555,0,224900.0,132525.0,3080.0,1191.5,16,0
1324,82007700-01,2014,-2.732922388,0.40813635200000004,1.055,0.265141472,0,0,6,6,0,0,1,0,0,0,0,1,10,1,0,Goggins Lake,Lower St. Croix River,-92.89283249,45.13303508,12,12,3.5,3.0,D,Goggins Lake-1,32,12.3225,11.98880365,0,0,371550,140575.0,1526.0,1311.75,4,0,30,26,0,200000.0,252875.0,,,0,0
1594,82013500-01,2010,-2.624023119,0.239054376,0.718571429,0.170335803,0,0,1,6,0,0,1,0,0,0,0,0,7,0,0,Echo Lake,Lower St. Croix River,-92.97449078,45.04335918,7,7,3.857142857,3.0,D,Echo Lake-1,406,1.088423645,5.27920294,0,0,483000,196000.0,2507.0,966.0,0,0,364,370,0,374600.0,333994.0,,,6,0
665,27005300-01,2008,-1.889220844,0.40841185700000004,0.276923077,0.059914469000000005,0,0,0,12,0,1,0,0,0,0,2,2,3,6,0,Cobblecrest Lake,Mississippi River - Twin Cities,-93.39348337,44.95013,12,13,4.0,3.0,F,Cobblecrest Lake-1,462,0.48517316,0.73736727,0,0,244300,81100.0,0.0,0.0,0,0,398,0,0,132000.0,131500.0,2852.0,996.5,36,0
18,02000900-01,2007,-2.456144284,0.509887996,0.622222222,0.21666666699999998,2,7,0,0,0,0,1,0,0,0,0,8,1,0,0,Reshanau Lake,Mississippi River - Twin Cities,-93.09866122,45.15292958,9,9,1.7777777780000001,2.111111111,D,Reshanau Lake-1,777,0.882947233,2.12837402,0,0,291700,166850.0,1404.0,1058.5,0,0,603,0,0,310000.0,170100.0,3905.0,2098.0,22,0
693,27007000-01,2013,-3.3374529280000003,0.44184047200000004,1.5666666669999998,0.534846339,12,0,0,1,0,0,0,1,0,0,12,0,0,1,0,Mitchell Lake,Lower Minnesota River,-93.49817264,44.85899641,13,13,1.230769231,1.230769231,C,Mitchell Lake-1,1206,0.6822923590000001,1.711510558,0,0,253550,255000.0,0.0,1024.0,0,0,1047,0,0,208000.0,205500.0,3840.0,3962.0,48,0
678,27005800-01,2012,-3.117277884,0.16849074600000002,2.925,1.23928743,1,1,0,2,0,0,0,0,0,0,0,2,1,0,1,Ryan Lake,Mississippi River - Twin Cities,-93.32132645,45.04016361,4,4,2.75,3.0,F,Ryan Lake-1,634,0.371785714,1.191485945,0,0,161000,49625.0,1040.0,1288.0,0,0,518,0,0,145650.0,95900.0,2571.0,847.0,20,0
98,10000500-01,2008,-4.067290659,0.560327814,3.553571429,1.53878877,6,6,0,2,0,0,0,0,0,1,6,7,1,0,0,Courthouse Lake,Lower Minnesota River,-93.59002821,44.78926982,14,14,1.857142857,1.642857143,A,Courthouse Lake-1,277,0.729963899,3.4316085610000004,0,0,170500,94250.0,1310.0,412.0,0,0,109,0,0,186900.0,166680.0,1929.0,1206.0,10,0
487,19003200-01,2014,-3.6116170260000002,0.416334484,2.23631579,0.780699192,12,2,2,3,0,0,0,1,0,0,3,7,9,0,0,Horseshoe Lake,Lower Minnesota River,-93.30264228,44.71796603,19,19,1.789473684,2.3157894740000002,C,Horseshoe Lake-1,86,2.849302326,2.0502452019999997,0,0,285100,152200.0,2308.0,1386.75,0,0,76,72,0,155000.0,224000.0,3559.0,2141.0,0,0
1391,82009700-01,2005,-2.78976712,0.118742242,1.715384615,0.478880907,0,4,6,3,0,0,0,1,0,0,2,6,2,3,0,La Lake,Mississippi River - Twin Cities,-92.97139840000001,44.88725237,13,13,2.923076923,2.461538462,C,La Lake-1,211,1.96352381,5.9378295020000005,0,0,90000,197300.0,0.0,0.0,8,0,211,0,0,,,556.0,627.0,0,0
1538,82012300-01,2004,-3.504368413,0.16565458,2.612571429,0.572962145,1,6,0,0,0,0,0,0,1,0,0,7,0,0,0,Bass Lake,Lower St. Croix River,-92.91774882,45.16515848,7,7,1.857142857,2.0,B,Bass Lake-1,94,4.685106383,3.15836768,0,0,352300,108900.0,0.0,0.0,0,0,94,0,0,180000.0,78025.0,2696.0,811.0,0,0
956,70005400-01,2012,-2.165604496,0.5121480589999999,0.7875,0.18077215300000002,1,5,2,0,0,0,1,0,0,0,0,4,3,1,0,Spring Lake,Lower Minnesota River,-93.46843381,44.70181062,8,8,2.125,2.625,D,Spring Lake-1,614,0.434625407,1.783182477,0,0,185050,169875.0,1027.5,566.5,0,0,443,0,0,159400.0,137600.0,,,0,0
1287,82006700-01,2004,-3.542759277,0.292233195,2.438285714,0.777175595,0,7,0,0,0,0,0,0,1,0,0,3,3,1,0,Sand Lake,Lower St. Croix River,-92.80407220000001,45.22818996,7,7,2.0,2.714285714,B,Sand Lake-1,98,4.2706,5.699265764,0,0,259750,348300.0,0.0,0.0,4,0,98,0,0,175000.0,100875.0,2050.0,2510.0,0,0
491,19003300-01,2007,-3.254319038,0.351216309,1.466666667,0.445856343,0,1,0,11,0,0,0,1,0,0,0,9,1,0,0,Earley Lake,Lower Minnesota River,-93.29337284,44.73975323,12,10,3.833333333,2.1,C,Earley Lake-1,332,0.46080808100000004,1.302661006,0,0,298100,59425.0,2471.5,754.0,0,2,261,271,8,259450.0,100222.5,2943.0,735.0,3,0
759,27011601-01,2010,-1.848578329,0.674787899,1.021428571,0.525032704,0,2,7,5,0,0,1,0,0,0,0,1,7,6,0,Rice Elm Lake,Mississippi River - Twin Cities,-93.46614319,45.11672618,14,14,3.214285714,3.357142857,D,Rice Elm Lake-1,2158,0.502493049,1.3991466019999999,0,0,253200,150400.0,1388.0,953.0,0,0,1938,0,0,174900.0,123138.5,3344.0,1746.0,64,0
810,27019900-01,2010,-3.0564776819999997,0.292861667,1.430769231,0.9750082179999999,1,6,6,0,0,0,0,1,0,0,2,5,6,0,0,Hafften Lake,North Fork Crow River,-93.67777499,45.09449117,13,13,2.384615385,2.307692308,C,Hafften Lake-1,56,4.6828571430000006,3.348910115,0,0,527500,371125.0,2166.0,1848.0,0,0,44,0,0,141000.0,170787.75,6377.0,4477.0,0,0
1477,82011000-01,2012,-1.358241952,0.554077913,0.343142857,0.166520698,0,0,0,7,0,1,0,0,0,0,0,0,5,2,0,Downs Lake,Lower St. Croix River,-92.86598768,44.98198473,7,7,4.0,3.285714286,F,Downs Lake-1,166,2.64939759,4.646078659,0,0,306300,100000.0,1828.0,1075.0,2,0,146,138,2,255000.0,191768.5,,,2,0
1277,82006500-01,2004,-2.4688434480000003,0.140207212,1.174714286,0.34739733,0,7,0,0,0,0,1,0,0,0,0,5,2,0,0,Hay Lake,Lower St. Croix River,-92.81398535,45.23381325,7,7,2.0,2.285714286,D,Hay Lake-1,74,5.62945946,8.529339542999999,0,0,293500,288650.0,0.0,0.0,8,0,74,0,0,94500.0,144025.0,2158.0,2142.5,0,0
850,27071100-01,2008,-3.528084338,0.197559698,1.192857143,0.38775913,0,2,1,4,0,0,0,0,1,0,0,4,3,0,0,Westwood Lake,Mississippi River - Twin Cities,-93.38765176,44.97082571,7,7,3.285714286,2.4285714290000002,B,Westwood Lake-1,203,2.053399015,13.79252419,0,0,400200,212400.0,0.0,0.0,0,0,167,0,0,221500.0,166354.0,4802.0,2130.0,4,0
1294,82006700-01,2011,-2.9648751910000004,0.38125258700000003,1.871428571,0.542323046,0,4,3,0,0,0,0,0,0,0,0,5,2,0,0,Sand Lake,Lower St. Croix River,-92.80407220000001,45.22818996,7,7,2.4285714290000002,2.285714286,F,Sand Lake-1,200,3.5954,4.432619703,0,0,259000,299200.0,1319.0,1924.0,4,0,172,132,0,332000.0,261500.0,,,16,0
969,70007400-01,2004,-2.335335822,0.530993308,0.425,0.087806606,0,0,0,4,0,0,1,0,0,0,1,3,2,0,0,Dean Lake,Lower Minnesota River,-93.44465,44.77409896,4,6,4.0,2.166666667,D,Dean Lake-1,957,1.3524346919999999,8.785013141,0,0,23800,319000.0,0.0,1512.0,3,0,376,133,285,335872.0,80712.0,,,24,0
766,27012700-01,2004,-2.301331704,1.165318262,0.6785714290000001,0.27516229,0,0,0,2,5,1,0,0,0,0,1,3,0,1,2,French Lake,Mississippi River - Twin Cities,-93.50683483,45.17789588,7,7,4.714285714,3.0,F,French Lake-1,30,,,0,0,74250,212825.0,0.0,0.0,6,0,21,0,0,175000.0,107000.0,1522.0,3828.0,0,0
765,27012500-01,2004,-1.898359467,0.377865655,0.37307692299999995,0.072501105,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Diamond Lake,Mississippi River - Twin Cities,-93.50462608,45.20190499,0,0,,,F,Diamond Lake-1,110,,,0,0,273000,114625.0,0.0,0.0,11,0,101,0,0,222900.0,183000.0,3582.0,1756.0,1,0
1670,82030100-01,2004,-3.041901462,0.184480628,2.100928571,0.427704331,0,5,3,0,0,0,0,0,1,0,1,13,0,0,0,Schroeder Pond,Lower St. Croix River,-92.8384604,45.14368468,8,14,2.375,1.928571429,B,Schroeder Pond-1,9,35.944,53.64967875,0,0,266100,791700.0,0.0,0.0,2,0,9,0,0,,,1458.0,3774.0,0,0
186,10002900-01,2012,-1.5452513959999998,0.260590654,0.588461539,0.24677405800000002,0,0,8,5,0,1,0,0,0,0,0,0,9,4,0,Miller Lake,Lower Minnesota River,-93.74305702,44.78713912,13,13,3.384615385,3.307692308,F,Miller Lake-1,6,104.5883333,48.14308857,6,6,750700,1175050.0,1836.0,7419.75,1,0,2,0,0,410000.0,0.0,6017.0,9754.5,0,0
234,10008000-01,2007,-1.905794725,0.631406424,0.658571429,0.267109751,0,0,5,1,0,1,0,0,0,0,0,3,1,3,0,Rutz Lake,Lower Minnesota River,-93.85951756,44.87183629,6,7,3.166666667,3.0,F,Rutz Lake-1,26,13.32807692,22.39160307,1,1,322800,336775.0,0.0,1942.5,2,0,9,0,0,51500.0,83000.0,1803.0,2310.25,0,0
906,62007200-01,2010,-3.165004202,0.270749648,1.753571429,0.803948019,2,4,5,3,0,0,0,1,0,0,0,3,5,6,0,Karth Lake,Mississippi River - Twin Cities,-93.149834,45.07400149,14,14,2.642857143,3.214285714,C,Karth Lake-1,817,0.41882208600000004,1.071560018,0,0,254200,168000.0,1892.0,1112.5,0,8,673,783,0,185000.0,166260.0,3174.0,2246.0,24,0
581,19034900-01,2013,-2.548102197,0.546439937,0.8409090909999999,0.588565282,2,1,1,6,1,0,1,0,0,0,1,2,5,3,0,East Lake,Mississippi River - Lake Pepin,-93.17217740000001,44.70651847,11,11,3.272727273,2.9090909089999997,D,East Lake-1,660,0.809731544,3.5591751680000003,0,0,119100,52300.0,1519.0,1777.0,0,0,419,472,0,186000.0,130490.5,1542.0,596.0,46,0
1508,82011700-01,2009,-0.42223333799999996,0.138459693,0.35914285700000004,0.287644705,0,0,0,7,0,1,0,0,0,0,0,1,4,2,0,Kramer Pond,Lower St. Croix River,-92.89510948,44.95392659,7,7,4.0,3.142857143,F,Kramer Pond-1,53,5.161886793,9.46994173,0,0,421500,484400.0,1500.0,2379.0,6,53,0,0,0,52000.0,267925.0,382500.0,486550.0,0,0
1707,82033400-01,2011,-3.212757709,0.319673075,1.8107142859999998,0.231166416,0,7,4,3,0,0,0,1,0,0,0,11,3,0,0,Kismet Lake,Lower St. Croix River,-92.89173259999998,45.09536417,14,14,2.714285714,2.214285714,C,Kismet Lake-1,28,13.89857143,20.09167281,0,0,339400,87500.0,1632.5,2122.0,4,0,24,20,0,305500.0,391125.0,,,0,0
998,70009500-01,2011,-3.5032217880000003,0.329240642,1.614285714,0.782360475,9,5,0,0,0,0,0,1,0,0,7,6,1,0,0,O'Dowd Lake,Lower Minnesota River,-93.51540390000001,44.744893100000006,14,14,1.357142857,1.571428571,C,O'Dowd Lake-1,336,2.259865772,6.622608962999999,0,0,312650,397375.0,1332.0,1800.75,2,0,191,0,0,294071.5,389550.0,,,0,0
691,27007000-01,2011,-3.184180497,0.460718366,2.015384615,1.276614112,12,1,0,0,0,0,0,1,0,0,13,0,0,0,0,Mitchell Lake,Lower Minnesota River,-93.49817264,44.85899641,13,13,1.076923077,1.0,C,Mitchell Lake-1,1207,0.6925062240000001,1.7645868180000002,0,0,275100,277100.0,0.0,1024.0,0,0,1060,0,0,209000.0,177039.0,3953.0,4030.25,35,0
716,27009100-01,2006,-2.185688213,0.30820726600000004,0.9928571429999999,0.29990841100000004,0,0,0,6,3,0,1,0,0,0,3,3,3,4,0,Wing Lake,Lower Minnesota River,-93.47439386,44.90265772,9,13,4.333333333,2.615384615,D,Wing Lake-1,419,,,0,0,334500,140200.0,0.0,0.0,0,0,378,0,0,232000.0,262500.0,3875.0,1820.5,10,0
964,70007200-01,2009,-3.176908785,0.389766747,2.386666667,1.443144714,4,9,2,0,0,0,0,1,0,0,4,7,3,1,0,Upper Prior Lake,Lower Minnesota River,-93.44208405,44.71536216,15,15,1.8666666669999998,2.066666667,C,Upper Prior Lake-1,1046,0.322549801,0.490829839,0,0,220600,234700.0,1058.0,474.0,0,0,796,0,0,173000.0,151095.0,,,0,0
626,27002802-01,2014,-2.584110073,0.42311291700000003,0.46333333299999996,0.401281281,0,0,0,6,0,0,1,0,0,0,0,2,3,0,1,Cornelia Lake,Lower Minnesota River,-93.33952406,44.88277422,6,6,4.0,3.0,D,Cornelia Lake-1,623,0.641268058,2.066259221,0,0,413000,184900.0,1755.0,707.0,0,0,522,0,0,329750.0,295000.0,6508.0,2844.0,10,0
118,10000700-01,2013,-2.916000848,0.213369162,1.57,1.116592037,2,8,0,0,0,0,0,1,0,0,3,7,0,0,0,Lucy Lake,Lower Minnesota River,-93.55826744,44.87704688,10,10,1.8,1.7,C,Lucy Lake-1,262,0.995801527,1.357668417,0,0,511700,439325.0,2406.0,1624.0,0,0,229,0,0,450000.0,472615.5,6608.0,5390.0,10,0
1633,82015300-01,2006,-3.8727729930000003,0.27505399,3.29,0.591514065,2,0,0,0,0,0,0,0,0,1,1,11,0,0,0,Sunset Lake,Mississippi River - Twin Cities,-92.94157024,45.13527125,2,12,1.0,1.9166666669999999,A,Sunset Lake-1,224,3.871709402,12.53806496,0,0,325600,390325.0,1332.0,1792.75,2,0,195,0,0,245500.0,173500.0,3020.0,3856.0,8,0
1158,82003100-01,2013,,,3.5,,0,6,1,0,0,0,0,0,0,0,0,7,0,0,0,Terrapin Lake,Lower St. Croix River,-92.82016292,45.18227666,7,7,2.142857143,2.0,F,Terrapin Lake-1,30,22.01466667,14.75438818,0,0,407100,394700.0,0.0,0.0,2,0,2,2,0,12000.0,0.0,,,0,0
1152,82003100-01,2007,-3.715020998,0.28603320600000004,3.069857143,0.566413109,1,4,0,2,0,0,0,0,1,0,1,4,2,0,0,Terrapin Lake,Lower St. Croix River,-92.82016292,45.18227666,7,7,2.4285714290000002,2.142857143,B,Terrapin Lake-1,33,,,0,0,314400,259400.0,0.0,0.0,0,32,0,0,0,12000.0,0.0,,,0,0
788,27017100-01,2013,-1.372668561,0.31745969,0.576153846,0.324205142,0,0,0,13,0,0,1,0,0,0,0,2,3,8,0,Sylvan Lake,North Fork Crow River,-93.60934728,45.1909921,13,13,4.0,3.461538462,D,Sylvan Lake-1,54,11.50018519,29.22453444,2,2,386000,386250.0,2078.0,3016.0,3,0,29,0,0,249900.0,266250.0,6688.0,6763.75,4,0
818,27062700-01,2009,-1.672894815,0.553147095,1.05,0.108012345,0,0,0,5,6,0,1,0,0,0,0,6,1,2,2,Northwood Lake,Mississippi River - Twin Cities,-93.39171496,45.02556284,11,11,4.545454546,3.0,D,Northwood Lake-1,1037,0.36006750200000004,1.356277872,0,0,233000,47000.0,1184.0,321.5,0,0,965,0,0,140000.0,130140.0,3178.0,708.0,32,0
1719,82036800-01,2009,-1.916270155,0.217787523,0.619285714,0.715578994,0,5,2,6,1,0,1,0,0,0,0,2,4,8,0,Klawitter Pond,Lower St. Croix River,-92.90854993,45.03272598,14,14,3.214285714,3.428571429,D,Klawitter Pond-1,87,2.923333333,5.35566309,0,0,416300,296400.0,1974.0,888.0,0,87,0,0,0,237500.0,262250.0,416300.0,296400.0,0,0
1583,82013300-01,2011,-3.433565865,0.66323967,2.1571428569999997,0.524352033,7,7,0,0,0,0,0,0,1,0,6,8,0,0,0,Sunnybrook Lake,Lower St. Croix River,-92.91073482,45.05049226,14,14,1.5,1.571428571,B,Sunnybrook Lake-1,112,2.7623214289999996,5.629519362999999,2,2,270250,286450.0,1435.0,1719.0,0,0,108,78,0,216392.0,168000.0,,,0,0
168,10001900-01,2005,-2.98833552,0.42003897799999995,1.476666667,0.33838717799999996,4,11,2,0,0,0,0,1,0,0,4,9,4,0,0,Bavaria Lake,Lower Minnesota River,-93.63778927,44.83812233,17,17,1.882352941,2.0,C,Bavaria Lake-1,334,1.546676647,5.266717759,0,0,371450,431675.0,1689.0,2531.75,1,0,220,0,0,368647.0,455000.0,4089.0,4803.5,16,8
267,10009500-01,2008,-1.3719642230000002,0.612838753,0.423333333,0.233656239,0,0,0,12,1,1,0,0,0,0,1,3,4,5,1,Swede Lake,South Fork Crow River,-93.81824759999999,44.930824,13,14,4.076923077,3.142857143,F,Swede Lake-1,28,11.07,19.27645061,1,1,284600,333250.0,1742.0,2264.5,2,0,12,0,0,147500.0,228375.0,2639.0,2369.0,0,0
1663,82016300-01,2009,-2.823804038,1.619421648,3.7364615389999996,2.909905885,14,4,0,7,1,1,0,0,0,1,5,12,5,3,1,Clear Lake,Mississippi River - Twin Cities,-93.00000905,45.26003767,26,26,2.115384615,2.346153846,F,Clear Lake-1,986,1.034319345,3.300075908,0,0,206850,208300.0,1118.0,1670.0,0,977,0,0,0,178500.0,133705.0,208800.0,206550.0,0,0
1145,82002800-01,2008,,,2.590857143,0.570157414,0,3,4,0,0,0,0,0,0,0,0,4,3,0,0,Staples Lake,Lower St. Croix River,-92.8547918,45.18394056,7,7,2.5714285709999998,2.4285714290000002,F,Staples Lake-1,35,11.58848485,8.304785187,0,0,450900,135400.0,0.0,0.0,0,35,0,0,0,180000.0,69500.0,394400.0,154900.0,1,0
792,27017500-01,2007,-1.989563502,0.529611831,0.85,0.281069387,0,0,0,2,4,0,1,0,0,0,0,1,3,2,0,Henry Lake,Mississippi River - Twin Cities,-93.60666123,45.16812808,6,6,4.666666667,3.166666667,D,Henry Lake-1,45,14.87177778,33.87132974,0,0,270000,257500.0,0.0,0.0,2,0,25,0,0,167450.0,72100.0,3704.0,2187.5,0,0
317,10022500-01,2007,-3.952957085,0.43074554600000003,3.461538462,1.1701413459999999,10,3,0,0,0,0,0,0,0,1,10,2,1,0,0,Brickyard Clayhole Lake,Lower Minnesota River,-93.59982271,44.79400718,13,13,1.230769231,1.307692308,A,Brickyard Clayhole Lake-1,82,2.869634146,8.925865237,0,0,169000,412650.0,1008.0,7326.0,2,0,15,0,0,167385.0,257313.0,1767.0,16071.5,2,0
1135,82002602-01,2004,,,1.2409999999999999,0.20517634699999998,0,0,2,0,0,0,0,0,0,0,0,4,1,1,0,Mud Lake,Lower St. Croix River,-92.87389184,45.18272507,2,6,3.0,2.5,F,Mud Lake-1,15,38.59125,14.08574298,0,0,272000,320700.0,0.0,0.0,10,0,15,0,0,,,172.0,1548.0,0,0
1419,82010300-01,2007,-3.6624285789999997,0.299476938,2.463636364,0.9656839309999999,8,2,0,0,0,0,0,0,1,0,4,6,1,0,0,Olson Lake,Lower St. Croix River,-92.94542621,45.01857051,10,11,1.2,1.727272727,B,Olson Lake-1,463,,,0,0,339000,172700.0,0.0,0.0,0,458,0,0,0,198000.0,193500.0,,,4,0
918,70001800-01,2008,-4.023945776000001,0.117993482,2.1,0.18439088899999997,0,0,0,12,0,0,0,0,1,0,0,3,7,2,0,Cates Lake,Lower Minnesota River,-93.39037061,44.72747129,12,12,4.0,2.916666667,B,Cates Lake-1,384,0.735235602,1.159742402,0,0,321300,228200.0,1400.0,609.0,0,0,314,0,0,284662.5,265100.0,,,14,0
346,13004200-01,2005,-2.4058245609999998,0.521205238,1.513214286,0.532828473,0,0,2,11,1,0,0,0,0,0,0,9,5,0,0,Birch Lake,Lower St. Croix River,-92.89764541,45.30070147,14,14,3.928571429,2.357142857,F,Birch Lake-1,9,16.0025,2.338509141,0,0,367700,244050.0,0.0,0.0,0,0,9,0,0,168300.0,59800.0,2422.0,2200.0,0,0
